chr	start	stop	ATpct	GCpct
Pa4B	8000000	10000000	0.550792	0.449208
Pa4B	10000000	12000000	0.547583	0.452417
Pa4B	12000000	14000000	0.546380	0.453620
Pa4B	14000000	16000000	0.548210	0.451790
Pa4B	16000000	18000000	0.546851	0.453099
Pa4B	18000000	20000000	0.546820	0.453180
Pa4B	20000000	22000000	0.552645	0.447355
Pa4B	22000000	24000000	0.531918	0.468082
Pa4B	24000000	26000000	0.537266	0.462734
Pa4B	26000000	28000000	0.538082	0.461917
Pa4B	28000000	30000000	0.531824	0.468176
Pa4B	30000000	32000000	0.528415	0.471585
Pa4B	32000000	34000000	0.536604	0.463396
Pa4B	34000000	36000000	0.521990	0.478010
Pa4B	36000000	38000000	0.527694	0.472306
Pa4B	38000000	40000000	0.520487	0.479513
Pa4B	40000000	42000000	0.533875	0.466125
Pa4B	42000000	44000000	0.528678	0.471322
Pa4B	44000000	46000000	0.533989	0.466011
Pa4B	46000000	48000000	0.544282	0.455718
Pa4B	48000000	50000000	0.536049	0.463901
Pa4B	50000000	52000000	0.544825	0.455175
Pa4B	52000000	54000000	0.543675	0.456326
Pa4B	54000000	56000000	0.544513	0.455487
Pa4B	56000000	58000000	0.546338	0.453662
Pa4B	58000000	60000000	0.542867	0.457134
Pa4B	60000000	62000000	0.545240	0.454760
Pa4B	62000000	64000000	0.543109	0.456890
Pa4B	64000000	66000000	0.549751	0.450249
Pa4B	66000000	68000000	0.544673	0.455327
Pa4B	68000000	70000000	0.537970	0.462030
Pa4B	70000000	72000000	0.545897	0.454103
Pa4B	72000000	72530912	0.542391	0.457609
Pa5A	0	2000000	0.537591	0.461959
Pa5A	2000000	4000000	0.537937	0.461913
Pa5A	4000000	6000000	0.536090	0.463659
Pa5A	6000000	8000000	0.546885	0.453065
Pa5A	8000000	10000000	0.544992	0.454958
Pa5A	10000000	12000000	0.538185	0.461816
Pa5A	12000000	14000000	0.539726	0.460274
Pa5A	14000000	16000000	0.541351	0.458649
Pa5A	16000000	18000000	0.543533	0.456467
Pa5A	18000000	20000000	0.544277	0.455723
Pa5A	20000000	22000000	0.548671	0.451328
Pa5A	22000000	24000000	0.540014	0.459986
Pa5A	24000000	26000000	0.533991	0.466009
Pa5A	26000000	28000000	0.543908	0.456093
Pa5A	28000000	30000000	0.534772	0.465228
Pa5A	30000000	32000000	0.536897	0.463103
Pa5A	32000000	34000000	0.542865	0.457135
Pa5A	34000000	36000000	0.546191	0.453809
Pa5A	36000000	38000000	0.541785	0.458216
Pa5A	38000000	40000000	0.536106	0.463894
Pa5A	40000000	42000000	0.550937	0.449062
Pa5A	42000000	44000000	0.549699	0.450301
Pa5A	44000000	46000000	0.556670	0.443330
Pa5A	46000000	48000000	0.540577	0.459424
Pa5A	48000000	50000000	0.521644	0.478355
Pa5A	50000000	52000000	0.529685	0.470315
Pa5A	52000000	54000000	0.536871	0.463129
Pa5A	54000000	56000000	0.538651	0.461349
Pa5A	56000000	58000000	0.540853	0.459147
Pa5A	58000000	60000000	0.551541	0.448459
Pa5A	60000000	62000000	0.558898	0.441102
Pa5A	62000000	64000000	0.553869	0.446131
Pa5A	64000000	66000000	0.540496	0.459504
Pa5A	66000000	68000000	0.535923	0.464077
Pa5A	68000000	70000000	0.538690	0.461310
Pa5A	70000000	72000000	0.548046	0.451954
Pa5A	72000000	74000000	0.539788	0.460212
Pa5A	74000000	76000000	0.541318	0.458683
Pa5A	76000000	78000000	0.539308	0.460692
Pa5A	78000000	80000000	0.537506	0.462494
Pa5A	80000000	82000000	0.535034	0.464965
Pa5A	82000000	84000000	0.541232	0.458718
Pa5A	84000000	86000000	0.549209	0.450790
Pa5A	86000000	88000000	0.537364	0.462635
Pa5A	88000000	90000000	0.546172	0.453828
Pa5A	90000000	92000000	0.543862	0.456138
Pa5A	92000000	94000000	0.542050	0.457950
Pa5A	94000000	96000000	0.544165	0.455835
Pa5A	96000000	98000000	0.539497	0.460503
Pa5A	98000000	100000000	0.539683	0.460167
Pa5A	100000000	102000000	0.538637	0.461163
Pa5A	102000000	104000000	0.536008	0.463843
Pa5A	104000000	105587887	0.538777	0.461160
Pa5B	0	2000000	0.540084	0.459816
Pa5B	2000000	4000000	0.542701	0.457299
Pa5B	4000000	6000000	0.546264	0.453737
Pa5B	6000000	8000000	0.548823	0.451176
Pa5B	8000000	10000000	0.545259	0.454741
Pa5B	10000000	12000000	0.545637	0.454363
Pa5B	12000000	14000000	0.538201	0.461799
Pa5B	14000000	16000000	0.543945	0.456055
Pa5B	16000000	18000000	0.542082	0.457918
Pa5B	18000000	20000000	0.535273	0.464677
Pa5B	20000000	22000000	0.538397	0.461603
Pa5B	22000000	24000000	0.542905	0.457095
Pa5B	24000000	26000000	0.547170	0.452830
Pa5B	26000000	28000000	0.534295	0.465705
Pa5B	28000000	30000000	0.528028	0.471972
Pa5B	30000000	32000000	0.528280	0.471720
Pa5B	32000000	34000000	0.533606	0.466394
Pa5B	34000000	36000000	0.529293	0.470706
Pa5B	36000000	38000000	0.530339	0.469662
Pa5B	38000000	40000000	0.520895	0.479104
Pa5B	40000000	42000000	0.525360	0.474640
Pa5B	42000000	44000000	0.537459	0.462541
Pa5B	44000000	46000000	0.517779	0.482222
Pa5B	46000000	48000000	0.535263	0.464736
Pa5B	48000000	50000000	0.538192	0.461808
Pa5B	50000000	52000000	0.512647	0.487353
Pa5B	52000000	54000000	0.542002	0.457998
Pa5B	54000000	56000000	0.532131	0.467869
Pa5B	56000000	58000000	0.532673	0.467277
Pa5B	58000000	60000000	0.534316	0.465684
Pa5B	60000000	62000000	0.534257	0.465744
Pa5B	62000000	64000000	0.531268	0.468733
Pa5B	64000000	66000000	0.519998	0.480002
Pa5B	66000000	68000000	0.527339	0.472661
Pa5B	68000000	70000000	0.546209	0.453791
Pa5B	70000000	72000000	0.539142	0.460858
Pa5B	72000000	74000000	0.545106	0.454894
Pa5B	74000000	76000000	0.538841	0.461159
Pa5B	76000000	78000000	0.547076	0.452924
Pa5B	78000000	80000000	0.547894	0.452056
Pa5B	80000000	82000000	0.531649	0.468350
Pa5B	82000000	84000000	0.553521	0.446479
Pa5B	84000000	86000000	0.543254	0.456746
Pa5B	86000000	88000000	0.547709	0.452241
Pa5B	88000000	90000000	0.550157	0.449843
Pa5B	90000000	92000000	0.549276	0.450724
Pa5B	92000000	94000000	0.549351	0.450599
Pa5B	94000000	96000000	0.543950	0.456050
Pa5B	96000000	98000000	0.544321	0.455679
Pa5B	98000000	100000000	0.554120	0.445830
Pa5B	100000000	102000000	0.545901	0.454049
Pa5B	102000000	104000000	0.546110	0.453890
Pa5B	104000000	106000000	0.543613	0.456387
Pa5B	106000000	108000000	0.546210	0.453790
Pa5B	108000000	110000000	0.541493	0.458506
Pa5B	110000000	112000000	0.546742	0.453258
Pa5B	112000000	112260586	0.529215	0.470785
Pa6A	0	2000000	0.558570	0.441430
Pa6A	2000000	4000000	0.545474	0.454426
Pa6A	4000000	6000000	0.540395	0.459605
Pa6A	6000000	8000000	0.541549	0.458451
Pa6A	8000000	10000000	0.542874	0.457126
Pa6A	10000000	12000000	0.548994	0.451007
Pa6A	12000000	14000000	0.548540	0.451460
Pa6A	14000000	16000000	0.543083	0.456917
Pa6A	16000000	18000000	0.539427	0.460573
Pa6A	18000000	20000000	0.539740	0.460260
Pa6A	20000000	22000000	0.539441	0.460559
Pa6A	22000000	24000000	0.552603	0.447397
Pa6A	24000000	26000000	0.549604	0.450396
Pa6A	26000000	28000000	0.544781	0.455219
Pa6A	28000000	30000000	0.539128	0.460871
Pa6A	30000000	32000000	0.526239	0.473761
Pa6A	32000000	34000000	0.540475	0.459525
Pa6A	34000000	36000000	0.548138	0.451862
Pa6A	36000000	38000000	0.552697	0.447304
Pa6A	38000000	40000000	0.550632	0.449367
Pa6A	40000000	42000000	0.559535	0.440465
Pa6A	42000000	44000000	0.556160	0.443840
Pa6A	44000000	46000000	0.559018	0.440982
Pa6A	46000000	48000000	0.544827	0.455173
Pa6A	48000000	50000000	0.549625	0.450375
Pa6A	50000000	52000000	0.536003	0.463997
Pa6A	52000000	54000000	0.542051	0.457949
Pa6A	54000000	56000000	0.545584	0.454416
Pa6A	56000000	58000000	0.545439	0.454561
Pa6A	58000000	60000000	0.541159	0.458841
Pa6A	60000000	62000000	0.541018	0.458982
Pa6A	62000000	64000000	0.536971	0.463029
Pa6A	64000000	66000000	0.537963	0.462037
Pa6A	66000000	68000000	0.541767	0.458232
Pa6A	68000000	70000000	0.539766	0.460234
Pa6A	70000000	72000000	0.538885	0.461114
Pa6A	72000000	74000000	0.543925	0.456075
Pa6A	74000000	76000000	0.559632	0.440367
Pa6A	76000000	78000000	0.539538	0.460462
Pa6A	78000000	80000000	0.543483	0.456517
Pa6A	80000000	82000000	0.545371	0.454629
Pa6A	82000000	84000000	0.539201	0.460749
Pa6A	84000000	86000000	0.538917	0.461083
Pa6A	86000000	88000000	0.542351	0.457649
Pa6A	88000000	90000000	0.536373	0.463627
Pa6A	90000000	92000000	0.535893	0.464107
Pa6A	92000000	94000000	0.548575	0.451425
Pa6A	94000000	96000000	0.549101	0.450749
Pa6A	96000000	98000000	0.546208	0.453792
Pa6A	98000000	100000000	0.535800	0.464051
Pa6A	100000000	102000000	0.539084	0.460716
Pa6A	102000000	102273047	0.529836	0.469798
Pa6B	0	2000000	0.562684	0.437266
Pa6B	2000000	4000000	0.555430	0.444571
Pa6B	4000000	6000000	0.544695	0.455305
Pa6B	6000000	8000000	0.546375	0.453575
Pa6B	8000000	10000000	0.552817	0.447183
Pa6B	10000000	12000000	0.528868	0.471132
Pa6B	12000000	14000000	0.552514	0.447486
Pa6B	14000000	16000000	0.554440	0.445560
Pa6B	16000000	18000000	0.545098	0.454901
Pa6B	18000000	20000000	0.537072	0.462928
Pa6B	20000000	22000000	0.545516	0.454484
Pa6B	22000000	24000000	0.537078	0.462871
Pa6B	24000000	26000000	0.547998	0.452002
Pa6B	26000000	28000000	0.522314	0.477686
Pa6B	28000000	30000000	0.531427	0.468573
Pa6B	30000000	32000000	0.540334	0.459666
Pa6B	32000000	34000000	0.526883	0.473118
Pa6B	34000000	36000000	0.530365	0.469635
Pa6B	36000000	38000000	0.541372	0.458629
Pa6B	38000000	40000000	0.550730	0.449270
Pa6B	40000000	42000000	0.537575	0.462424
Pa6B	42000000	44000000	0.540779	0.459222
Pa6B	44000000	46000000	0.541472	0.458528
Pa6B	46000000	48000000	0.556083	0.443917
Pa6B	48000000	50000000	0.545475	0.454525
Pa6B	50000000	52000000	0.548492	0.451508
Pa6B	52000000	54000000	0.553761	0.446239
Pa6B	54000000	56000000	0.546449	0.453550
Pa6B	56000000	58000000	0.543006	0.456995
Pa6B	58000000	60000000	0.545231	0.454769
Pa6B	60000000	62000000	0.542195	0.457805
Pa6B	62000000	64000000	0.573479	0.426471
Pa6B	64000000	66000000	0.546992	0.453009
Pa6B	66000000	68000000	0.545793	0.454207
Pa6B	68000000	70000000	0.540992	0.459008
Pa6B	70000000	72000000	0.537733	0.462267
Pa6B	72000000	73030011	0.537611	0.462292
Pa7A	0	2000000	0.545508	0.454442
Pa7A	2000000	4000000	0.546999	0.452951
Pa7A	4000000	6000000	0.545750	0.454250
Pa7A	6000000	8000000	0.547564	0.452436
Pa7A	8000000	10000000	0.550641	0.449360
Pa7A	10000000	12000000	0.538232	0.461768
Pa7A	12000000	14000000	0.539698	0.460303
Pa7A	14000000	16000000	0.547400	0.452550
Pa7A	16000000	18000000	0.543189	0.456811
Pa7A	18000000	20000000	0.529564	0.470436
Pa7A	20000000	22000000	0.523490	0.476510
Pa7A	22000000	24000000	0.535902	0.464098
Pa7A	24000000	26000000	0.548342	0.451658
Pa7A	26000000	28000000	0.535442	0.464558
Pa7A	28000000	30000000	0.554333	0.445667
Pa7A	30000000	32000000	0.544402	0.455598
Pa7A	32000000	34000000	0.552756	0.447244
Pa7A	34000000	36000000	0.542970	0.457031
Pa7A	36000000	38000000	0.532473	0.467527
Pa7A	38000000	40000000	0.544829	0.455171
Pa7A	40000000	42000000	0.525531	0.474468
Pa7A	42000000	44000000	0.528437	0.471563
Pa7A	44000000	46000000	0.543020	0.456980
Pa7A	46000000	48000000	0.549652	0.450348
Pa7A	48000000	50000000	0.541587	0.458413
Pa7A	50000000	52000000	0.538376	0.461624
Pa7A	52000000	54000000	0.538015	0.461985
Pa7A	54000000	56000000	0.535981	0.464020
Pa7A	56000000	58000000	0.539129	0.460871
Pa7A	58000000	60000000	0.545790	0.454210
Pa7A	60000000	62000000	0.541267	0.458733
Pa7A	62000000	64000000	0.545022	0.454978
Pa7A	64000000	66000000	0.535253	0.464747
Pa7A	66000000	68000000	0.550012	0.449989
Pa7A	68000000	70000000	0.550538	0.449462
Pa7A	70000000	72000000	0.537130	0.462870
Pa7A	72000000	74000000	0.533798	0.466202
Pa7A	74000000	76000000	0.542104	0.457897
Pa7A	76000000	78000000	0.544123	0.455878
Pa7A	78000000	80000000	0.540685	0.459314
Pa7A	80000000	82000000	0.538710	0.461190
Pa7A	82000000	84000000	0.543410	0.456389
Pa7A	84000000	86000000	0.539514	0.460286
Pa7A	86000000	88000000	0.531740	0.468109
Pa7A	88000000	89366448	0.546131	0.453504
Pa7B	0	2000000	0.550559	0.449341
Pa7B	2000000	4000000	0.547548	0.452452
Pa7B	4000000	6000000	0.552148	0.447852
Pa7B	6000000	8000000	0.549752	0.450248
Pa7B	8000000	10000000	0.541690	0.458311
Pa7B	10000000	12000000	0.542020	0.457880
Pa7B	12000000	14000000	0.554308	0.445693
Pa7B	14000000	16000000	0.545146	0.454854
Pa7B	16000000	18000000	0.550349	0.449600
Pa7B	18000000	20000000	0.542621	0.457379
Pa7B	20000000	22000000	0.531779	0.468221
Pa7B	22000000	24000000	0.519939	0.480062
Pa7B	24000000	26000000	0.519668	0.480332
Pa7B	26000000	28000000	0.528476	0.471525
Pa7B	28000000	30000000	0.535131	0.464869
Pa7B	30000000	32000000	0.525159	0.474842
Pa7B	32000000	34000000	0.530844	0.469156
Pa7B	34000000	36000000	0.539701	0.460299
Pa7B	36000000	38000000	0.523277	0.476723
Pa7B	38000000	40000000	0.530805	0.469195
Pa7B	40000000	42000000	0.537617	0.462383
Pa7B	42000000	44000000	0.522557	0.477443
Pa7B	44000000	46000000	0.548898	0.451102
Pa7B	46000000	48000000	0.550160	0.449840
Pa7B	48000000	50000000	0.543743	0.456257
Pa7B	50000000	52000000	0.552414	0.447586
Pa7B	52000000	54000000	0.557922	0.442078
Pa7B	54000000	56000000	0.549447	0.450553
Pa7B	56000000	58000000	0.542364	0.457636
Pa7B	58000000	60000000	0.547939	0.452060
Pa7B	60000000	62000000	0.548380	0.451620
Pa7B	62000000	64000000	0.544963	0.455037
Pa7B	64000000	66000000	0.550667	0.449333
Pa7B	66000000	68000000	0.544644	0.455355
Pa7B	68000000	70000000	0.537031	0.462969
Pa7B	70000000	72000000	0.542879	0.457121
Pa7B	72000000	74000000	0.549987	0.450013
Pa7B	74000000	74350140	0.535469	0.463960
