#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc
Chr1A_a	268000000	268500000	0.541022	0.458978
Chr1A_a	268500000	269000000	0.527328	0.472672
Chr1A_a	269000000	269500000	0.551470	0.448530
Chr1A_a	269500000	270000000	0.541466	0.458534
Chr1A_a	270000000	270500000	0.535300	0.464700
Chr1A_a	270500000	271000000	0.525736	0.474264
Chr1A_a	271000000	271500000	0.546254	0.453746
Chr1A_a	271500000	272000000	0.535538	0.464462
Chr1A_a	272000000	272500000	0.549196	0.450804
Chr1A_a	272500000	273000000	0.556134	0.443866
Chr1A_a	273000000	273500000	0.553252	0.446748
Chr1A_a	273500000	274000000	0.527484	0.472516
Chr1A_a	274000000	274500000	0.538748	0.461252
Chr1A_a	274500000	275000000	0.538750	0.461250
Chr1A_a	275000000	275500000	0.543468	0.456532
Chr1A_a	275500000	276000000	0.543918	0.456082
Chr1A_a	276000000	276500000	0.537756	0.462244
Chr1A_a	276500000	277000000	0.530252	0.469748
Chr1A_a	277000000	277500000	0.553824	0.446176
Chr1A_a	277500000	278000000	0.536686	0.463314
Chr1A_a	278000000	278500000	0.538290	0.461710
Chr1A_a	278500000	279000000	0.535316	0.464684
Chr1A_a	279000000	279500000	0.547324	0.452676
Chr1A_a	279500000	280000000	0.541526	0.458474
Chr1A_a	280000000	280500000	0.533554	0.466446
Chr1A_a	280500000	281000000	0.549986	0.450014
Chr1A_a	281000000	281500000	0.542852	0.457148
Chr1A_a	281500000	282000000	0.536686	0.463314
Chr1A_a	282000000	282500000	0.534120	0.465880
Chr1A_a	282500000	283000000	0.538452	0.461548
Chr1A_a	283000000	283500000	0.543534	0.456466
Chr1A_a	283500000	284000000	0.519044	0.480956
Chr1A_a	284000000	284500000	0.555012	0.444988
Chr1A_a	284500000	285000000	0.546266	0.453734
Chr1A_a	285000000	285500000	0.544932	0.455068
Chr1A_a	285500000	286000000	0.536012	0.463988
Chr1A_a	286000000	286500000	0.536708	0.463292
Chr1A_a	286500000	287000000	0.529026	0.470974
Chr1A_a	287000000	287500000	0.525500	0.474500
Chr1A_a	287500000	288000000	0.528762	0.471238
Chr1A_a	288000000	288500000	0.548810	0.451190
Chr1A_a	288500000	289000000	0.550292	0.449708
Chr1A_a	289000000	289500000	0.526332	0.473668
Chr1A_a	289500000	290000000	0.547254	0.452746
Chr1A_a	290000000	290500000	0.533016	0.466984
Chr1A_a	290500000	291000000	0.551432	0.448568
Chr1A_a	291000000	291500000	0.539128	0.460872
Chr1A_a	291500000	292000000	0.550026	0.449974
Chr1A_a	292000000	292500000	0.545122	0.454878
Chr1A_a	292500000	293000000	0.538292	0.461708
Chr1A_a	293000000	293500000	0.546246	0.453754
Chr1A_a	293500000	294000000	0.541550	0.458450
Chr1A_a	294000000	294500000	0.537118	0.462882
Chr1A_a	294500000	295000000	0.543178	0.456822
Chr1A_a	295000000	295500000	0.540330	0.459670
Chr1A_a	295500000	296000000	0.540442	0.459558
Chr1A_a	296000000	296500000	0.530640	0.469360
Chr1A_a	296500000	297000000	0.544326	0.455674
Chr1A_a	297000000	297500000	0.560340	0.439660
Chr1A_a	297500000	298000000	0.541224	0.458776
Chr1A_a	298000000	298500000	0.549006	0.450994
Chr1A_a	298500000	299000000	0.543742	0.456258
Chr1A_a	299000000	299500000	0.529746	0.470254
Chr1A_a	299500000	300000000	0.539028	0.460972
Chr1A_a	300000000	300500000	0.545156	0.454844
Chr1A_a	300500000	301000000	0.552388	0.447612
Chr1A_a	301000000	301500000	0.531704	0.468296
Chr1A_a	301500000	302000000	0.554650	0.445350
Chr1A_a	302000000	302500000	0.532312	0.467688
Chr1A_a	302500000	303000000	0.534074	0.465926
Chr1A_a	303000000	303500000	0.536330	0.463670
Chr1A_a	303500000	304000000	0.551840	0.448160
Chr1A_a	304000000	304500000	0.527076	0.472924
Chr1A_a	304500000	305000000	0.550206	0.449794
Chr1A_a	305000000	305500000	0.543090	0.456910
Chr1A_a	305500000	306000000	0.518666	0.481334
Chr1A_a	306000000	306500000	0.531046	0.468954
Chr1A_a	306500000	307000000	0.542978	0.457022
Chr1A_a	307000000	307500000	0.523988	0.476012
Chr1A_a	307500000	308000000	0.520646	0.479354
Chr1A_a	308000000	308500000	0.542754	0.457246
Chr1A_a	308500000	309000000	0.563944	0.436056
Chr1A_a	309000000	309500000	0.551620	0.448380
Chr1A_a	309500000	310000000	0.534992	0.465008
Chr1A_a	310000000	310500000	0.551104	0.448896
Chr1A_a	310500000	311000000	0.547312	0.452688
Chr1A_a	311000000	311500000	0.544112	0.455888
Chr1A_a	311500000	312000000	0.540322	0.459678
Chr1A_a	312000000	312500000	0.546744	0.453256
Chr1A_a	312500000	313000000	0.519212	0.480788
Chr1A_a	313000000	313500000	0.550316	0.449684
Chr1A_a	313500000	314000000	0.546258	0.453742
Chr1A_a	314000000	314500000	0.537426	0.462574
Chr1A_a	314500000	315000000	0.544240	0.455760
Chr1A_a	315000000	315500000	0.534568	0.465432
Chr1A_a	315500000	316000000	0.556556	0.443444
Chr1A_a	316000000	316500000	0.537384	0.462616
Chr1A_a	316500000	317000000	0.546828	0.453172
Chr1A_a	317000000	317500000	0.548656	0.451344
Chr1A_a	317500000	318000000	0.544264	0.455736
Chr1A_a	318000000	318500000	0.534522	0.465478
Chr1A_a	318500000	319000000	0.541828	0.458172
Chr1A_a	319000000	319500000	0.544148	0.455852
Chr1A_a	319500000	320000000	0.550490	0.449510
Chr1A_a	320000000	320500000	0.530368	0.469432
Chr1A_a	320500000	320692588	0.553441	0.446559
Chr2A_a	0	500000	0.541226	0.458574
Chr2A_a	500000	1000000	0.529100	0.470700
Chr2A_a	1000000	1500000	0.539596	0.460404
Chr2A_a	1500000	2000000	0.543568	0.456432
Chr2A_a	2000000	2500000	0.546344	0.453656
Chr2A_a	2500000	3000000	0.540910	0.459090
Chr2A_a	3000000	3500000	0.553942	0.446058
Chr2A_a	3500000	4000000	0.545296	0.454504
Chr2A_a	4000000	4500000	0.538316	0.461684
Chr2A_a	4500000	5000000	0.549338	0.450262
Chr2A_a	5000000	5500000	0.542742	0.457258
Chr2A_a	5500000	6000000	0.552112	0.447888
Chr2A_a	6000000	6500000	0.532854	0.467146
Chr2A_a	6500000	7000000	0.539262	0.460738
Chr2A_a	7000000	7500000	0.541502	0.458498
Chr2A_a	7500000	8000000	0.534780	0.465220
Chr2A_a	8000000	8500000	0.542824	0.456976
Chr2A_a	8500000	9000000	0.543138	0.456862
Chr2A_a	9000000	9500000	0.543488	0.456512
Chr2A_a	9500000	10000000	0.539488	0.460512
Chr2A_a	10000000	10500000	0.543618	0.456382
Chr2A_a	10500000	11000000	0.537606	0.462394
Chr2A_a	11000000	11500000	0.543394	0.456606
Chr2A_a	11500000	12000000	0.544152	0.455848
Chr2A_a	12000000	12500000	0.555062	0.444938
Chr2A_a	12500000	13000000	0.557264	0.442736
Chr2A_a	13000000	13500000	0.536488	0.463512
Chr2A_a	13500000	14000000	0.550608	0.449392
Chr2A_a	14000000	14500000	0.542964	0.457036
Chr2A_a	14500000	15000000	0.545944	0.454056
Chr2A_a	15000000	15500000	0.542314	0.457686
Chr2A_a	15500000	16000000	0.547274	0.452726
Chr2A_a	16000000	16500000	0.543862	0.456138
Chr2A_a	16500000	17000000	0.539454	0.460546
Chr2A_a	17000000	17500000	0.546436	0.453564
Chr2A_a	17500000	18000000	0.531966	0.468034
Chr2A_a	18000000	18500000	0.541126	0.458874
Chr2A_a	18500000	19000000	0.534132	0.465868
Chr2A_a	19000000	19500000	0.526810	0.473190
Chr2A_a	19500000	20000000	0.549384	0.450616
Chr2A_a	20000000	20500000	0.538430	0.461570
Chr2A_a	20500000	21000000	0.536986	0.463014
Chr2A_a	21000000	21500000	0.535426	0.464574
Chr2A_a	21500000	22000000	0.544548	0.455452
Chr2A_a	22000000	22500000	0.529260	0.470740
Chr2A_a	22500000	23000000	0.536152	0.463848
Chr2A_a	23000000	23500000	0.538726	0.461274
Chr2A_a	23500000	24000000	0.537276	0.462724
Chr2A_a	24000000	24500000	0.544486	0.455514
Chr2A_a	24500000	25000000	0.533486	0.466514
Chr2A_a	25000000	25500000	0.511706	0.488294
Chr2A_a	25500000	26000000	0.549092	0.450908
Chr2A_a	26000000	26500000	0.558870	0.441130
Chr2A_a	26500000	27000000	0.544254	0.455746
Chr2A_a	27000000	27500000	0.546512	0.453488
Chr2A_a	27500000	28000000	0.543030	0.456970
Chr2A_a	28000000	28500000	0.541176	0.458824
Chr2A_a	28500000	29000000	0.537102	0.462898
Chr2A_a	29000000	29500000	0.535058	0.464942
Chr2A_a	29500000	30000000	0.554468	0.445532
Chr2A_a	30000000	30500000	0.536132	0.463868
Chr2A_a	30500000	31000000	0.539912	0.460088
Chr2A_a	31000000	31500000	0.528932	0.471068
Chr2A_a	31500000	32000000	0.548156	0.451844
Chr2A_a	32000000	32500000	0.534710	0.465290
Chr2A_a	32500000	33000000	0.541606	0.458394
Chr2A_a	33000000	33500000	0.546118	0.453882
Chr2A_a	33500000	34000000	0.540718	0.459282
Chr2A_a	34000000	34500000	0.531432	0.468568
Chr2A_a	34500000	35000000	0.539130	0.460870
Chr2A_a	35000000	35500000	0.532908	0.467092
Chr2A_a	35500000	36000000	0.547172	0.452828
Chr2A_a	36000000	36500000	0.528806	0.471194
Chr2A_a	36500000	37000000	0.522908	0.477092
Chr2A_a	37000000	37500000	0.532460	0.467540
Chr2A_a	37500000	38000000	0.533832	0.466168
Chr2A_a	38000000	38500000	0.533624	0.466376
Chr2A_a	38500000	39000000	0.560698	0.439302
Chr2A_a	39000000	39500000	0.536048	0.463952
Chr2A_a	39500000	40000000	0.540500	0.459500
Chr2A_a	40000000	40500000	0.521276	0.478724
Chr2A_a	40500000	41000000	0.551320	0.448680
Chr2A_a	41000000	41500000	0.550538	0.449462
Chr2A_a	41500000	42000000	0.543028	0.456972
Chr2A_a	42000000	42500000	0.544886	0.455114
Chr2A_a	42500000	43000000	0.544290	0.455710
Chr2A_a	43000000	43500000	0.539636	0.460364
Chr2A_a	43500000	44000000	0.549732	0.450268
Chr2A_a	44000000	44500000	0.537846	0.462154
Chr2A_a	44500000	45000000	0.517180	0.482820
Chr2A_a	45000000	45500000	0.556020	0.443980
Chr2A_a	45500000	46000000	0.553470	0.446530
Chr2A_a	46000000	46500000	0.532246	0.467754
Chr2A_a	46500000	47000000	0.534010	0.465990
Chr2A_a	47000000	47500000	0.531690	0.468310
Chr2A_a	47500000	48000000	0.533570	0.466430
Chr2A_a	48000000	48500000	0.528240	0.471760
Chr2A_a	48500000	49000000	0.550754	0.449246
Chr2A_a	49000000	49500000	0.531952	0.468048
Chr2A_a	49500000	50000000	0.546378	0.453622
Chr2A_a	50000000	50500000	0.535526	0.464474
Chr2A_a	50500000	51000000	0.558762	0.441238
Chr2A_a	51000000	51500000	0.538534	0.461466
Chr2A_a	51500000	52000000	0.532876	0.467124
Chr2A_a	52000000	52500000	0.527954	0.472046
Chr2A_a	52500000	53000000	0.554494	0.445506
Chr2A_a	53000000	53500000	0.533360	0.466640
Chr2A_a	53500000	54000000	0.537408	0.462592
Chr2A_a	54000000	54500000	0.552234	0.447766
Chr2A_a	54500000	55000000	0.525786	0.474214
Chr2A_a	55000000	55500000	0.536212	0.463788
Chr2A_a	55500000	56000000	0.537760	0.462240
Chr2A_a	56000000	56500000	0.542664	0.457336
Chr2A_a	56500000	57000000	0.536542	0.463458
Chr2A_a	57000000	57500000	0.532566	0.467434
Chr2A_a	57500000	58000000	0.517196	0.482804
Chr2A_a	58000000	58500000	0.525086	0.474914
Chr2A_a	58500000	59000000	0.536012	0.463988
Chr2A_a	59000000	59500000	0.535040	0.464960
Chr2A_a	59500000	60000000	0.534516	0.465484
Chr2A_a	60000000	60500000	0.522350	0.477650
Chr2A_a	60500000	61000000	0.548722	0.451278
Chr2A_a	61000000	61500000	0.561558	0.438442
Chr2A_a	61500000	62000000	0.550498	0.449502
Chr2A_a	62000000	62500000	0.540340	0.459660
Chr2A_a	62500000	63000000	0.549026	0.450974
Chr2A_a	63000000	63500000	0.554812	0.445188
Chr2A_a	63500000	64000000	0.547414	0.452586
Chr2A_a	64000000	64500000	0.551176	0.448824
Chr2A_a	64500000	65000000	0.547834	0.452166
Chr2A_a	65000000	65500000	0.541848	0.458152
Chr2A_a	65500000	66000000	0.535218	0.464782
Chr2A_a	66000000	66500000	0.532548	0.467452
Chr2A_a	66500000	67000000	0.537906	0.462094
Chr2A_a	67000000	67500000	0.543224	0.456776
Chr2A_a	67500000	68000000	0.551912	0.448088
Chr2A_a	68000000	68500000	0.523992	0.476008
Chr2A_a	68500000	69000000	0.533242	0.466758
Chr2A_a	69000000	69500000	0.536232	0.463768
Chr2A_a	69500000	70000000	0.563898	0.436102
Chr2A_a	70000000	70500000	0.521242	0.478758
Chr2A_a	70500000	71000000	0.553108	0.446892
Chr2A_a	71000000	71500000	0.550734	0.449266
Chr2A_a	71500000	72000000	0.517954	0.482046
Chr2A_a	72000000	72500000	0.551142	0.448858
Chr2A_a	72500000	73000000	0.548088	0.451912
Chr2A_a	73000000	73500000	0.537428	0.462572
Chr2A_a	73500000	74000000	0.527494	0.472506
Chr2A_a	74000000	74500000	0.553382	0.446618
Chr2A_a	74500000	75000000	0.530362	0.469638
Chr2A_a	75000000	75500000	0.547492	0.452508
Chr2A_a	75500000	76000000	0.543738	0.456262
Chr2A_a	76000000	76500000	0.547166	0.452834
Chr2A_a	76500000	77000000	0.548802	0.451198
Chr2A_a	77000000	77500000	0.550736	0.449264
Chr2A_a	77500000	78000000	0.529642	0.470358
Chr2A_a	78000000	78500000	0.538062	0.461938
Chr2A_a	78500000	79000000	0.543464	0.456536
Chr2A_a	79000000	79500000	0.545568	0.454432
Chr2A_a	79500000	80000000	0.553648	0.446352
Chr2A_a	80000000	80500000	0.564870	0.435130
Chr2A_a	80500000	81000000	0.546356	0.453644
Chr2A_a	81000000	81500000	0.536488	0.463512
Chr2A_a	81500000	82000000	0.536156	0.463844
Chr2A_a	82000000	82500000	0.541850	0.458150
Chr2A_a	82500000	83000000	0.623526	0.376474
Chr2A_a	83000000	83500000	0.546678	0.453322
Chr2A_a	83500000	84000000	0.543576	0.456424
Chr2A_a	84000000	84500000	0.545074	0.454926
Chr2A_a	84500000	85000000	0.550442	0.449558
Chr2A_a	85000000	85500000	0.555012	0.444988
Chr2A_a	85500000	86000000	0.551396	0.448604
Chr2A_a	86000000	86500000	0.523990	0.476010
Chr2A_a	86500000	87000000	0.529378	0.470622
Chr2A_a	87000000	87500000	0.533806	0.466194
Chr2A_a	87500000	88000000	0.539576	0.460424
Chr2A_a	88000000	88500000	0.541300	0.458700
Chr2A_a	88500000	89000000	0.546926	0.453074
Chr2A_a	89000000	89500000	0.542962	0.457038
Chr2A_a	89500000	90000000	0.554520	0.445480
Chr2A_a	90000000	90500000	0.541096	0.458904
Chr2A_a	90500000	91000000	0.546500	0.453500
Chr2A_a	91000000	91500000	0.550254	0.449746
Chr2A_a	91500000	92000000	0.549086	0.450914
Chr2A_a	92000000	92500000	0.517352	0.482648
Chr2A_a	92500000	93000000	0.512878	0.487122
Chr2A_a	93000000	93500000	0.512628	0.487372
Chr2A_a	93500000	94000000	0.512984	0.487016
Chr2A_a	94000000	94500000	0.512338	0.487662
Chr2A_a	94500000	95000000	0.511496	0.488504
Chr2A_a	95000000	95500000	0.513582	0.486418
Chr2A_a	95500000	96000000	0.537262	0.462738
Chr2A_a	96000000	96500000	0.555948	0.444052
Chr2A_a	96500000	97000000	0.525934	0.474066
Chr2A_a	97000000	97500000	0.525024	0.474976
Chr2A_a	97500000	98000000	0.544398	0.455602
Chr2A_a	98000000	98500000	0.542306	0.457694
Chr2A_a	98500000	99000000	0.549974	0.450026
Chr2A_a	99000000	99500000	0.547030	0.452970
Chr2A_a	99500000	100000000	0.559662	0.440338
Chr2A_a	100000000	100500000	0.525832	0.474168
Chr2A_a	100500000	101000000	0.544516	0.455484
Chr2A_a	101000000	101500000	0.559224	0.440776
Chr2A_a	101500000	102000000	0.542976	0.457024
Chr2A_a	102000000	102500000	0.541006	0.458994
Chr2A_a	102500000	103000000	0.512562	0.487438
Chr2A_a	103000000	103500000	0.528672	0.471328
Chr2A_a	103500000	104000000	0.555834	0.444166
Chr2A_a	104000000	104500000	0.555066	0.444934
Chr2A_a	104500000	105000000	0.552406	0.447594
Chr2A_a	105000000	105500000	0.567752	0.432248
Chr2A_a	105500000	106000000	0.563054	0.436946
Chr2A_a	106000000	106500000	0.546178	0.453822
Chr2A_a	106500000	107000000	0.554576	0.445424
Chr2A_a	107000000	107500000	0.552010	0.447990
Chr2A_a	107500000	108000000	0.550656	0.449344
Chr2A_a	108000000	108500000	0.568768	0.431232
Chr2A_a	108500000	109000000	0.558408	0.441592
Chr2A_a	109000000	109500000	0.534972	0.465028
Chr2A_a	109500000	110000000	0.541190	0.458810
Chr2A_a	110000000	110500000	0.539934	0.460066
Chr2A_a	110500000	111000000	0.555922	0.444078
Chr2A_a	111000000	111500000	0.551160	0.448840
Chr2A_a	111500000	112000000	0.558818	0.441182
Chr2A_a	112000000	112500000	0.559346	0.440654
Chr2A_a	112500000	113000000	0.566630	0.433370
Chr2A_a	113000000	113500000	0.568224	0.431776
Chr2A_a	113500000	114000000	0.559466	0.440534
Chr2A_a	114000000	114500000	0.557408	0.442592
Chr2A_a	114500000	115000000	0.560314	0.439686
Chr2A_a	115000000	115500000	0.547726	0.452274
Chr2A_a	115500000	116000000	0.538016	0.461984
Chr2A_a	116000000	116500000	0.552626	0.447374
Chr2A_a	116500000	117000000	0.553556	0.446444
Chr2A_a	117000000	117500000	0.559924	0.440076
Chr2A_a	117500000	118000000	0.538602	0.461398
Chr2A_a	118000000	118500000	0.563788	0.436212
Chr2A_a	118500000	119000000	0.550542	0.449458
Chr2A_a	119000000	119500000	0.524516	0.475484
Chr2A_a	119500000	120000000	0.545626	0.454374
Chr2A_a	120000000	120500000	0.553330	0.446670
Chr2A_a	120500000	121000000	0.543586	0.456414
Chr2A_a	121000000	121500000	0.535988	0.464012
Chr2A_a	121500000	122000000	0.568806	0.431194
Chr2A_a	122000000	122500000	0.551844	0.448156
Chr2A_a	122500000	123000000	0.553106	0.446894
Chr2A_a	123000000	123500000	0.548902	0.451098
Chr2A_a	123500000	124000000	0.546182	0.453818
Chr2A_a	124000000	124500000	0.539528	0.460472
Chr2A_a	124500000	125000000	0.550872	0.449128
Chr2A_a	125000000	125500000	0.538470	0.461530
Chr2A_a	125500000	126000000	0.553034	0.446966
Chr2A_a	126000000	126500000	0.541710	0.458290
Chr2A_a	126500000	127000000	0.562470	0.437530
Chr2A_a	127000000	127500000	0.544264	0.455736
Chr2A_a	127500000	128000000	0.529082	0.470918
Chr2A_a	128000000	128500000	0.527776	0.472224
Chr2A_a	128500000	129000000	0.564220	0.435780
Chr2A_a	129000000	129500000	0.555598	0.444402
Chr2A_a	129500000	130000000	0.541812	0.458188
Chr2A_a	130000000	130500000	0.543458	0.456542
Chr2A_a	130500000	131000000	0.562602	0.437398
Chr2A_a	131000000	131500000	0.563398	0.436602
Chr2A_a	131500000	132000000	0.551132	0.448868
Chr2A_a	132000000	132500000	0.554880	0.445120
Chr2A_a	132500000	133000000	0.560884	0.439116
Chr2A_a	133000000	133500000	0.540524	0.459476
Chr2A_a	133500000	134000000	0.548628	0.451372
Chr2A_a	134000000	134500000	0.546858	0.453142
Chr2A_a	134500000	135000000	0.549700	0.450300
Chr2A_a	135000000	135500000	0.552302	0.447698
Chr2A_a	135500000	136000000	0.568688	0.431312
Chr2A_a	136000000	136500000	0.569326	0.430674
Chr2A_a	136500000	137000000	0.553674	0.446326
Chr2A_a	137000000	137500000	0.556706	0.443294
Chr2A_a	137500000	138000000	0.560426	0.439574
Chr2A_a	138000000	138500000	0.568178	0.431822
Chr2A_a	138500000	139000000	0.547740	0.452260
Chr2A_a	139000000	139500000	0.541242	0.458758
Chr2A_a	139500000	140000000	0.565992	0.434008
Chr2A_a	140000000	140500000	0.545468	0.454532
Chr2A_a	140500000	141000000	0.528022	0.471978
Chr2A_a	141000000	141500000	0.539274	0.460726
Chr2A_a	141500000	142000000	0.546422	0.453578
Chr2A_a	142000000	142500000	0.561232	0.438768
Chr2A_a	142500000	143000000	0.566954	0.433046
Chr2A_a	143000000	143500000	0.562294	0.437706
Chr2A_a	143500000	144000000	0.554350	0.445650
Chr2A_a	144000000	144500000	0.551248	0.448752
Chr2A_a	144500000	145000000	0.553808	0.446192
Chr2A_a	145000000	145500000	0.541166	0.458834
Chr2A_a	145500000	146000000	0.542980	0.457020
Chr2A_a	146000000	146500000	0.555572	0.444428
Chr2A_a	146500000	147000000	0.556458	0.443542
Chr2A_a	147000000	147500000	0.544004	0.455996
Chr2A_a	147500000	148000000	0.538052	0.461948
Chr2A_a	148000000	148500000	0.554292	0.445708
Chr2A_a	148500000	149000000	0.548918	0.451082
Chr2A_a	149000000	149500000	0.531860	0.468140
Chr2A_a	149500000	150000000	0.554606	0.445394
Chr2A_a	150000000	150500000	0.550878	0.449122
Chr2A_a	150500000	151000000	0.544772	0.455228
Chr2A_a	151000000	151500000	0.546036	0.453964
Chr2A_a	151500000	152000000	0.521134	0.478866
Chr2A_a	152000000	152500000	0.539624	0.460376
Chr2A_a	152500000	153000000	0.550088	0.449912
Chr2A_a	153000000	153500000	0.536818	0.463182
Chr2A_a	153500000	154000000	0.527926	0.472074
Chr2A_a	154000000	154500000	0.547796	0.452204
Chr2A_a	154500000	155000000	0.540990	0.459010
Chr2A_a	155000000	155500000	0.554564	0.445436
Chr2A_a	155500000	156000000	0.558796	0.441204
Chr2A_a	156000000	156500000	0.544564	0.455436
Chr2A_a	156500000	157000000	0.561728	0.438272
Chr2A_a	157000000	157500000	0.532740	0.467260
Chr2A_a	157500000	158000000	0.556698	0.443302
Chr2A_a	158000000	158500000	0.521244	0.478756
Chr2A_a	158500000	159000000	0.554976	0.445024
Chr2A_a	159000000	159500000	0.545438	0.454562
Chr2A_a	159500000	160000000	0.572066	0.427934
Chr2A_a	160000000	160500000	0.554932	0.445068
Chr2A_a	160500000	161000000	0.579588	0.420412
Chr2A_a	161000000	161500000	0.538204	0.461796
Chr2A_a	161500000	162000000	0.553224	0.446776
Chr2A_a	162000000	162500000	0.544396	0.455604
Chr2A_a	162500000	163000000	0.541820	0.458180
Chr2A_a	163000000	163500000	0.546152	0.453848
Chr2A_a	163500000	164000000	0.538252	0.461748
Chr2A_a	164000000	164500000	0.527158	0.472842
Chr2A_a	164500000	165000000	0.556602	0.443398
Chr2A_a	165000000	165500000	0.551312	0.448688
Chr2A_a	165500000	166000000	0.571312	0.428688
Chr2A_a	166000000	166500000	0.547218	0.452582
Chr2A_a	166500000	167000000	0.536726	0.463274
Chr2A_a	167000000	167500000	0.544832	0.455168
Chr2A_a	167500000	168000000	0.553524	0.446476
Chr2A_a	168000000	168500000	0.580878	0.419122
Chr2A_a	168500000	169000000	0.548710	0.451290
Chr2A_a	169000000	169500000	0.565294	0.434706
Chr2A_a	169500000	170000000	0.533324	0.466676
Chr2A_a	170000000	170500000	0.563756	0.436244
Chr2A_a	170500000	171000000	0.557166	0.442834
Chr2A_a	171000000	171500000	0.553618	0.446382
Chr2A_a	171500000	172000000	0.559210	0.440790
Chr2A_a	172000000	172500000	0.540218	0.459782
Chr2A_a	172500000	173000000	0.558020	0.441980
Chr2A_a	173000000	173500000	0.531164	0.468836
Chr2A_a	173500000	174000000	0.542558	0.457442
Chr2A_a	174000000	174500000	0.558858	0.441142
Chr2A_a	174500000	175000000	0.552488	0.447512
Chr2A_a	175000000	175500000	0.526480	0.473520
Chr2A_a	175500000	176000000	0.541438	0.458562
Chr2A_a	176000000	176500000	0.536916	0.463084
Chr2A_a	176500000	177000000	0.537796	0.462204
Chr2A_a	177000000	177500000	0.564718	0.435282
Chr2A_a	177500000	178000000	0.522758	0.477242
Chr2A_a	178000000	178500000	0.515746	0.484254
Chr2A_a	178500000	179000000	0.520966	0.479034
Chr2A_a	179000000	179500000	0.556580	0.443420
Chr2A_a	179500000	180000000	0.546854	0.453146
Chr2A_a	180000000	180500000	0.545350	0.454650
Chr2A_a	180500000	181000000	0.542944	0.457056
Chr2A_a	181000000	181500000	0.544488	0.455512
Chr2A_a	181500000	182000000	0.530104	0.469896
Chr2A_a	182000000	182500000	0.526078	0.473922
Chr2A_a	182500000	183000000	0.530872	0.469128
Chr2A_a	183000000	183500000	0.535780	0.464220
Chr2A_a	183500000	184000000	0.528568	0.471432
Chr2A_a	184000000	184500000	0.540078	0.459922
Chr2A_a	184500000	185000000	0.540788	0.459212
Chr2A_a	185000000	185500000	0.512670	0.487330
Chr2A_a	185500000	186000000	0.527070	0.472930
Chr2A_a	186000000	186500000	0.575252	0.424748
Chr2A_a	186500000	187000000	0.549230	0.450770
Chr2A_a	187000000	187500000	0.545686	0.454314
Chr2A_a	187500000	188000000	0.547706	0.452294
Chr2A_a	188000000	188500000	0.561582	0.438418
Chr2A_a	188500000	189000000	0.545544	0.454456
Chr2A_a	189000000	189500000	0.561580	0.438420
Chr2A_a	189500000	190000000	0.550086	0.449914
Chr2A_a	190000000	190500000	0.543712	0.456288
Chr2A_a	190500000	191000000	0.552396	0.447604
Chr2A_a	191000000	191500000	0.560240	0.439760
Chr2A_a	191500000	192000000	0.534284	0.465716
Chr2A_a	192000000	192500000	0.549588	0.450412
Chr2A_a	192500000	193000000	0.539828	0.460172
Chr2A_a	193000000	193500000	0.543462	0.456538
Chr2A_a	193500000	194000000	0.534166	0.465834
Chr2A_a	194000000	194500000	0.543116	0.456884
Chr2A_a	194500000	195000000	0.537582	0.462418
Chr2A_a	195000000	195500000	0.541430	0.458570
Chr2A_a	195500000	196000000	0.534528	0.465472
Chr2A_a	196000000	196500000	0.541108	0.458892
Chr2A_a	196500000	197000000	0.529184	0.470816
Chr2A_a	197000000	197500000	0.531482	0.468518
Chr2A_a	197500000	198000000	0.535810	0.464190
Chr2A_a	198000000	198500000	0.532880	0.467120
Chr2A_a	198500000	199000000	0.546264	0.453736
Chr2A_a	199000000	199500000	0.537118	0.462882
Chr2A_a	199500000	200000000	0.542030	0.457970
Chr2A_a	200000000	200500000	0.533104	0.466896
Chr2A_a	200500000	201000000	0.560360	0.439640
Chr2A_a	201000000	201500000	0.531828	0.468172
Chr2A_a	201500000	202000000	0.528262	0.471738
Chr2A_a	202000000	202500000	0.543616	0.456384
Chr2A_a	202500000	203000000	0.538370	0.461630
Chr2A_a	203000000	203500000	0.547856	0.452144
Chr2A_a	203500000	204000000	0.539010	0.460990
Chr2A_a	204000000	204500000	0.540074	0.459926
Chr2A_a	204500000	205000000	0.547970	0.452030
Chr2A_a	205000000	205500000	0.535072	0.464928
Chr2A_a	205500000	206000000	0.539614	0.460386
Chr2A_a	206000000	206500000	0.546494	0.453506
Chr2A_a	206500000	207000000	0.557156	0.442844
Chr2A_a	207000000	207500000	0.535788	0.464212
Chr2A_a	207500000	208000000	0.553580	0.446420
Chr2A_a	208000000	208500000	0.562200	0.437800
Chr2A_a	208500000	209000000	0.534150	0.465850
Chr2A_a	209000000	209500000	0.550864	0.449136
Chr2A_a	209500000	210000000	0.544506	0.455494
Chr2A_a	210000000	210500000	0.521918	0.478082
Chr2A_a	210500000	211000000	0.544204	0.455796
Chr2A_a	211000000	211500000	0.541580	0.458420
Chr2A_a	211500000	212000000	0.556016	0.443984
Chr2A_a	212000000	212500000	0.545026	0.454974
Chr2A_a	212500000	213000000	0.545680	0.454320
Chr2A_a	213000000	213500000	0.546372	0.453628
Chr2A_a	213500000	214000000	0.523158	0.476842
Chr2A_a	214000000	214500000	0.555276	0.444724
Chr2A_a	214500000	215000000	0.547536	0.452464
Chr2A_a	215000000	215500000	0.541876	0.458124
